name,rating,price,transactions,id,alias,image_url,is_closed,url,review_count,categories,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
Badmaash - Fairfax,4.0,$$,[],9OqeSaKmGjo2xhvcSI-Xog,badmaash-fairfax-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/mIJ34GUXAxdJAwUgmjDGng/o.jpg,False,https://www.yelp.com/biz/badmaash-fairfax-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,461,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",12132815185.0,(213) 281-5185,4135.425296934351,34.07878,-118.36113,418 N Fairfax Ave,,,Los Angeles,90036,US,CA,"['418 N Fairfax Ave', 'Los Angeles, CA 90036']"
W Brazilian Steakhouse,4.5,$$$,"['delivery', 'restaurant_reservation', 'pickup']",oK3If9fgoMhmmHPpMwqolg,w-brazilian-steakhouse-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/Aq7gUcRSyIg3VMoPiysMhQ/o.jpg,False,https://www.yelp.com/biz/w-brazilian-steakhouse-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,164,"[{'alias': 'brazilian', 'title': 'Brazilian'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bbq', 'title': 'Barbeque'}]",13233807352.0,(323) 380-7352,1793.2681752693795,34.07441,-118.30931,147 N Western Ave,,,Los Angeles,90004,US,CA,"['147 N Western Ave', 'Los Angeles, CA 90004']"
Curry in hurry,5.0,$$,"['delivery', 'pickup']",Shctjzk4MbtCi9XAwLRsVA,curry-in-hurry-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/0RI-gUvdddCkiCQtpJvFuw/o.jpg,False,https://www.yelp.com/biz/curry-in-hurry-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,266,"[{'alias': 'indpak', 'title': 'Indian'}]",13234132189.0,(323) 413-2189,2627.6352682949505,34.047555534439155,-118.3442087,4934 W Pico Blvd,,,Los Angeles,90019,US,CA,"['4934 W Pico Blvd', 'Los Angeles, CA 90019']"
Le Pain Quotidien,4.0,$$,"['delivery', 'pickup']",0g5pHUv8YMbdZwLvYN2ZJA,le-pain-quotidien-los-angeles-26,https://s3-media4.fl.yelpcdn.com/bphoto/uFAZRm_9LKa-5uQZHtiqtA/o.jpg,False,https://www.yelp.com/biz/le-pain-quotidien-los-angeles-26?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,429,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",13234617701.0,(323) 461-7701,1331.8938800441815,34.0734622217272,-118.32395686871718,113 N Larchmont Blvd,,,Los Angeles,90004,US,CA,"['113 N Larchmont Blvd', 'Los Angeles, CA 90004']"
Sumac Mediterranean Cuisine,4.5,$$,"['delivery', 'restaurant_reservation', 'pickup']",jATNfIC4EfHgN0GQEc7c2A,sumac-mediterranean-cuisine-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/r_viIn8xGV-1tEvSwDECKw/o.jpg,False,https://www.yelp.com/biz/sumac-mediterranean-cuisine-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,235,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'salad', 'title': 'Salad'}]",13234509277.0,(323) 450-9277,3758.260372283361,34.092437,-118.338266,1156 N Highland Ave,,,Los Angeles,90038,US,CA,"['1156 N Highland Ave', 'Los Angeles, CA 90038']"
Foxhall,4.5,,"['delivery', 'pickup']",dXpaLD6T3xmrXdw3FYAFDw,foxhall-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/bhKHqvml9zd7AyoFQCaFeg/o.jpg,False,https://www.yelp.com/biz/foxhall-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,93,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'newamerican', 'title': 'New American'}]",14243138238.0,(424) 313-8238,5878.872824604696,34.07325031954452,-118.3836201309895,310 S Robertson Blvd,,,Los Angeles,90048,US,CA,"['310 S Robertson Blvd', 'Los Angeles, CA 90048']"
Somos Oaxaca,4.5,$$,[],NJ5zXTQzIlkG-EhDwqMaIQ,somos-oaxaca-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/lEIFZOmRcDAxUbO9y26Adw/o.jpg,False,https://www.yelp.com/biz/somos-oaxaca-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,122,"[{'alias': 'mexican', 'title': 'Mexican'}]",13239980339.0,(323) 998-0339,2042.4412826362648,34.04333,-118.31965,3224 Venice Blvd,,,Los Angeles,90019,US,CA,"['3224 Venice Blvd', 'Los Angeles, CA 90019']"
Frankie's,4.0,$$,"['delivery', 'pickup']",bSfdLm1ke0oFCUK7hiAQ_g,frankies-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/BEgTAkgVibt2p1ok4iX5EQ/o.jpg,False,https://www.yelp.com/biz/frankies-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,505,"[{'alias': 'italian', 'title': 'Italian'}]",13239372801.0,(323) 937-2801,3388.22819859375,34.08323,-118.34724,7228 Melrose Ave,,,Los Angeles,90046,US,CA,"['7228 Melrose Ave', 'Los Angeles, CA 90046']"
Otus Thai Kitchen & Coffee,4.5,$$,"['pickup', 'delivery']",QLXO-aOTh06CaA8_E9wt2w,otus-thai-kitchen-and-coffee-west-hollywood,https://s3-media4.fl.yelpcdn.com/bphoto/oskU90yhXQ2uED8-4CImgw/o.jpg,False,https://www.yelp.com/biz/otus-thai-kitchen-and-coffee-west-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,705,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",13239698611.0,(323) 969-8611,4174.933622600115,34.093785,-118.3442249,1253 N La Brea Ave,,,West Hollywood,90038,US,CA,"['1253 N La Brea Ave', 'West Hollywood, CA 90038']"
The Magic Castle,4.0,$$$$,[],qmyTGgpnQNq-bUV1WzUGvQ,the-magic-castle-hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/yy8zpVg6lvSpIem1HuTCmA/o.jpg,False,https://www.yelp.com/biz/the-magic-castle-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,2728,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'newamerican', 'title': 'New American'}]",13238513313.0,(323) 851-3313,5128.83306084226,34.1045831567891,-118.341795827356,7001 Franklin Ave,,,Hollywood,90028,US,CA,"['7001 Franklin Ave', 'Hollywood, CA 90028']"
Monsieur Marcel,4.0,$$$,"['delivery', 'pickup']",SREXeeGWWQwKP54fCljwZg,monsieur-marcel-los-angeles-5,https://s3-media4.fl.yelpcdn.com/bphoto/Mw4bhirpPiNEpXJkzFdm_w/o.jpg,False,https://www.yelp.com/biz/monsieur-marcel-los-angeles-5?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,981,"[{'alias': 'french', 'title': 'French'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",13239397792.0,(323) 939-7792,3763.0743444526743,34.0719955,-118.360253,6333 W 3rd St,Ste 150,,Los Angeles,90036,US,CA,"['6333 W 3rd St', 'Ste 150', 'Los Angeles, CA 90036']"
Avra Beverly Hills,4.0,$$$,"['delivery', 'pickup']",qOKsBrRBSrOuVBBCvnzrMw,avra-beverly-hills-beverly-hills-4,https://s3-media1.fl.yelpcdn.com/bphoto/rYeRUZMI4N4HZ5r6ISQv_A/o.jpg,False,https://www.yelp.com/biz/avra-beverly-hills-beverly-hills-4?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1338,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",13107340841.0,(310) 734-0841,7275.266113313543,34.0674763148473,-118.399656802222,233 N Beverly Dr,,,Beverly Hills,90210,US,CA,"['233 N Beverly Dr', 'Beverly Hills, CA 90210']"
Mercado,4.0,$$$,"['delivery', 'pickup']",phMPgmi6-yh3Qs_PRbTT1g,mercado-los-angeles-4,https://s3-media4.fl.yelpcdn.com/bphoto/p1DGUGfmtXlZ9WYdG470oA/o.jpg,False,https://www.yelp.com/biz/mercado-los-angeles-4?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1356,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",13239440947.0,(323) 944-0947,3900.120554798325,34.07130692416824,-118.3620586200976,7910 W 3rd St,,,Los Angeles,90048,US,CA,"['7910 W 3rd St', 'Los Angeles, CA 90048']"
Ileishome,4.5,,[],uX9dy7icJmyjJzhFn6UVKg,ileishome-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/9_v9p1yedjH33osYWmfi9g/o.jpg,False,https://www.yelp.com/biz/ileishome-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,5,"[{'alias': 'african', 'title': 'African'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'cookingclasses', 'title': 'Cooking Classes'}]",13233481577.0,(323) 348-1577,3855.559978133544,34.095708759451696,-118.32939051388423,1312 Cole Ave,,,Los Angeles,90028,US,CA,"['1312 Cole Ave', 'Los Angeles, CA 90028']"
The Local Moco,5.0,,"['delivery', 'pickup']",9KvPZul13HhcgbDIPE50Tg,the-local-moco-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/JndInxt9CJ9CvAHQlN3nMQ/o.jpg,False,https://www.yelp.com/biz/the-local-moco-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,30,"[{'alias': 'hawaiian', 'title': 'Hawaiian'}, {'alias': 'filipino', 'title': 'Filipino'}]",13109462166.0,(310) 946-2166,1974.612006788367,34.076099,-118.308832,4574 Beverly Blvd,,,Los Angeles,90004,US,CA,"['4574 Beverly Blvd', 'Los Angeles, CA 90004']"
The Wine Bar,4.5,$$,[],SRbi5518kE2bAmWndx90BA,the-wine-bar-hollywood-2,https://s3-media3.fl.yelpcdn.com/bphoto/45zuYdGYWZpG_nPuV0pJtw/o.jpg,False,https://www.yelp.com/biz/the-wine-bar-hollywood-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,77,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",13238501885.0,(323) 850-1885,5879.378748974795,34.1126446890106,-118.338354051705,2301 N Highland Ave,,Hollywood Bowl,Hollywood,90068,US,CA,"['2301 N Highland Ave', 'Hollywood Bowl', 'Hollywood, CA 90068']"
Chin's Hawaiian Teriyaki Bbq Chicken,4.0,$,['pickup'],9RB_-5aXR9HMdrpcA6L5WQ,chins-hawaiian-teriyaki-bbq-chicken-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/UyOBT_2e1MJX3nEK9rwiLQ/o.jpg,False,https://www.yelp.com/biz/chins-hawaiian-teriyaki-bbq-chicken-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,101,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",13237328800.0,(323) 732-8800,2435.749745579463,34.0421867,-118.3088951,1708 S Western Ave,,,Los Angeles,90006,US,CA,"['1708 S Western Ave', 'Los Angeles, CA 90006']"
Ardor,4.0,$$$,['delivery'],NgQJZd8PSiFSPC0d90Cf7g,ardor-west-hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/a_EK0nFIreKEPvn5_tO5gQ/o.jpg,False,https://www.yelp.com/biz/ardor-west-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,282,"[{'alias': 'newamerican', 'title': 'New American'}]",14243101572.0,(424) 310-1572,7048.56946513794,34.09037397614146,-118.38958462568692,9040 W Sunset Blvd,,,West Hollywood,90069,US,CA,"['9040 W Sunset Blvd', 'West Hollywood, CA 90069']"
Egg Tuck,4.5,$$,"['delivery', 'pickup']",SjLsV7OlhmNzt4h68QW20g,egg-tuck-west-hollywood-2,https://s3-media1.fl.yelpcdn.com/bphoto/lhpgcWpmdNsiC_SOcweGhA/o.jpg,False,https://www.yelp.com/biz/egg-tuck-west-hollywood-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,614,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",13233805762.0,(323) 380-5762,4652.359677450696,34.09851635484296,-118.34530121551238,7131 W Sunset Blvd,unit B,,West Hollywood,90046,US,CA,"['7131 W Sunset Blvd', 'unit B', 'West Hollywood, CA 90046']"
Café Fig,4.0,$$,[],NrQAjvoj57Qcn2i90otmaw,café-fig-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/w7jvnYXeW2-kqvntKmnkeg/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-fig-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,333,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'newamerican', 'title': 'New American'}]",12136603006.0,(213) 660-3006,5578.5757207454335,34.045538,-118.264042,939 S Figueroa St,Unit 300,,Los Angeles,90015,US,CA,"['939 S Figueroa St', 'Unit 300', 'Los Angeles, CA 90015']"
The Lonely Oyster,4.0,$$$,[],T-9I7nKH2rBbNpq9uPwT8w,the-lonely-oyster-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/6s9NBl8fJHUS6P9YYWSpPg/o.jpg,False,https://www.yelp.com/biz/the-lonely-oyster-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,223,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",12132217615.0,(213) 221-7615,6196.416539273197,34.077355,-118.256758,1320 Echo Park Ave,,,Los Angeles,90026,US,CA,"['1320 Echo Park Ave', 'Los Angeles, CA 90026']"
Tal's Off Sunset,4.5,$$$,"['delivery', 'restaurant_reservation', 'pickup']",0cT3NCSOMeYolQqPc1eJcA,tals-off-sunset-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/hD6uR7bi4cm2MOjdPRHRGw/o.jpg,False,https://www.yelp.com/biz/tals-off-sunset-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,90,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",18184688938.0,(818) 468-8938,6610.507139507391,34.066705,-118.248909,1115 W Sunset Blvd,Ste 200,,Los Angeles,90012,US,CA,"['1115 W Sunset Blvd', 'Ste 200', 'Los Angeles, CA 90012']"
Pasta Corner,4.0,$$,"['pickup', 'delivery']",b_A9p1UdTIaDee_6yf-tdg,pasta-corner-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/QaDCBlytr3QUO_pW3xv9Pw/o.jpg,False,https://www.yelp.com/biz/pasta-corner-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,125,"[{'alias': 'pastashops', 'title': 'Pasta Shops'}, {'alias': 'italian', 'title': 'Italian'}]",,,3791.318961190998,34.07208683707431,-118.36053968458016,6333 W 3rd St,Ste 510,Original Farmers Market,Los Angeles,90036,US,CA,"['6333 W 3rd St', 'Ste 510', 'Original Farmers Market', 'Los Angeles, CA 90036']"
Adkt,4.5,,['restaurant_reservation'],fDYbMJqg7WZ4wek2QN3t1w,adkt-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/jS3oz0Dje-bNoiMl0NVoyQ/o.jpg,False,https://www.yelp.com/biz/adkt-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,45,"[{'alias': 'french', 'title': 'French'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",13232295618.0,(323) 229-5618,4285.858323367594,34.08095463618999,-118.3616396,531 N Fairfax Ave,,,Los Angeles,90036,US,CA,"['531 N Fairfax Ave', 'Los Angeles, CA 90036']"
Zarape’,5.0,$$,"['delivery', 'pickup']",PG8AH9RUleG845zm6ATRJA,zarape-west-hollywood,https://s3-media1.fl.yelpcdn.com/bphoto/P48VUW4JXG7LLRxWledG9Q/o.jpg,False,https://www.yelp.com/biz/zarape-west-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,136,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",13237985983.0,(323) 798-5983,5672.235922002218,34.09096,-118.37185,8351 Santa Monica Blvd,,,West Hollywood,90069,US,CA,"['8351 Santa Monica Blvd', 'West Hollywood, CA 90069']"
Lindo Oaxaca,4.5,$$,['pickup'],37gMBHZA9OVE_tckoSRC4Q,lindo-oaxaca-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/pRZxb4w1bjxCpRR4Vmnidg/o.jpg,False,https://www.yelp.com/biz/lindo-oaxaca-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,97,"[{'alias': 'mexican', 'title': 'Mexican'}]",12137498723.0,(213) 749-8723,6506.661342174874,34.0296223014593,-118.261869773269,322 E Washington Blvd,,,Los Angeles,90015,US,CA,"['322 E Washington Blvd', 'Los Angeles, CA 90015']"
Raffi's Place,4.5,$$,['delivery'],Hd6wCJbQz81UdD_EyOumPA,raffis-place-glendale-2,https://s3-media2.fl.yelpcdn.com/bphoto/Sm1UdPyiNr8Iu2F-K3tSvQ/o.jpg,False,https://www.yelp.com/biz/raffis-place-glendale-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,6311,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'persian', 'title': 'Persian/Iranian'}, {'alias': 'armenian', 'title': 'Armenian'}]",18182407411.0,(818) 240-7411,11315.881971190289,34.1464566048716,-118.25335124946972,211 E Broadway,,,Glendale,91205,US,CA,"['211 E Broadway', 'Glendale, CA 91205']"
Founders Ale House,4.5,$$,"['pickup', 'delivery']",sQJ788QT7wN5-d4MeuRVQA,founders-ale-house-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/Do3D1M9I7XdTmCMZ_LndNg/o.jpg,False,https://www.yelp.com/biz/founders-ale-house-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,354,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",14247770079.0,(424) 777-0079,5761.131649223277,34.0550257964308,-118.38336369965,8771 W Pico Blvd,,,Los Angeles,90035,US,CA,"['8771 W Pico Blvd', 'Los Angeles, CA 90035']"
The Guest House,4.0,$$,"['pickup', 'delivery']",iYLyVP1uRs56wZ3FK_lCdw,the-guest-house-los-angeles-3,https://s3-media2.fl.yelpcdn.com/bphoto/4sr96gcpkkKJGOiZ1JkDeQ/o.jpg,False,https://www.yelp.com/biz/the-guest-house-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,393,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}]",13236609930.0,(323) 660-9930,5561.834558125827,34.1028276,-118.2872571,1750 Hillhurst Ave,,,Los Angeles,90027,US,CA,"['1750 Hillhurst Ave', 'Los Angeles, CA 90027']"
Dà Lat Rose,5.0,$$$$,[],anXcMj3V0-b5sapTI2UAlg,dà-lat-rose-beverly-hills,https://s3-media1.fl.yelpcdn.com/bphoto/QDosgSSS8CeVm-NcEZqtWA/o.jpg,False,https://www.yelp.com/biz/d%C3%A0-lat-rose-beverly-hills?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,10,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",13109987919.0,(310) 998-7919,7833.868509706879,34.0690127468921,-118.405927240788,466 N Bedford Dr,,,Beverly Hills,90210,US,CA,"['466 N Bedford Dr', 'Beverly Hills, CA 90210']"
ShaBuShi,4.0,$$,"['pickup', 'delivery']",7BZjZLN-YDmFb4Y3N-3aJw,shabushi-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/Kzu1PcvH69OVPb-arggoUg/o.jpg,False,https://www.yelp.com/biz/shabushi-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,561,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",13235226457.0,(323) 522-6457,4438.8028622108695,34.0982549,-118.3028954,5185 Sunset Blvd,,,Los Angeles,90027,US,CA,"['5185 Sunset Blvd', 'Los Angeles, CA 90027']"
Maison Kasai,4.0,,[],PMKI2wtj2VvKudCNnjAc6A,maison-kasai-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/gVG-ElXun9wNvR6hFCgf7Q/o.jpg,False,https://www.yelp.com/biz/maison-kasai-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,57,"[{'alias': 'french', 'title': 'French'}, {'alias': 'teppanyaki', 'title': 'Teppanyaki'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",12137897852.0,(213) 789-7852,5490.91129291141,34.04085,-118.26763,1254 S Figueroa St,Fl 8,,Los Angeles,90015,US,CA,"['1254 S Figueroa St', 'Fl 8', 'Los Angeles, CA 90015']"
Concerto,4.0,$$,"['delivery', 'pickup']",IMoMSsC3oDqcNZCQXyo8iQ,concerto-los-angeles-3,https://s3-media2.fl.yelpcdn.com/bphoto/H236xgHGlAnrx3_Qm0HUVw/o.jpg,False,https://www.yelp.com/biz/concerto-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1421,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'korean', 'title': 'Korean'}]",12137380909.0,(213) 738-0909,1383.8941961847484,34.063071,-118.306414,610 S Serrano Ave,,,Los Angeles,90005,US,CA,"['610 S Serrano Ave', 'Los Angeles, CA 90005']"
Blasteran,4.5,$$,"['delivery', 'restaurant_reservation', 'pickup']",3_K8UCyMkLiDH4SwaLPylQ,blasteran-beverly-hills,https://s3-media1.fl.yelpcdn.com/bphoto/cPKA2KCMiCmO8cvLeNFiGw/o.jpg,False,https://www.yelp.com/biz/blasteran-beverly-hills?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,614,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",14242743611.0,(424) 274-3611,5031.987238988728,34.063192,-118.375939,272 South La Cienega Blvd,,,Beverly Hills,90211,US,CA,"['272 South La Cienega Blvd', 'Beverly Hills, CA 90211']"
