Number,Name,Categories,Phone,Address,Rating,Rating Count
2468,India's Tandoori,"Restaurants, Indian Restaurants, Caterers",(310) 268-9100,"11819 Wilshire Blvd Ste 206, Los Angeles, CA 90025",rating not available/5,(1)
2469,El Carmen,"Restaurants, Latin American Restaurants, Mexican Restaurants",(323) 852-1552,"8138 W 3rd St, Los Angeles, CA 90048",rating not available/5,(1)
2470,Lemonade,"Restaurants, American Restaurants, Delicatessens",(310) 471-9700,"145 S Barrington Ave, Los Angeles, CA 90049",rating not available/5,Review count not available
2471,Johnny Rockets,"Restaurants, American Restaurants, Take Out Restaurants",(213) 488-9186,"445 S Figueroa St Ste 201, Los Angeles, CA 90071",rating not available/5,Review count not available
2472,Domenico Ristorante,"Restaurants, Italian Restaurants, Mediterranean Restaurants",(323) 661-6166,"1637 Silver Lake Blvd, Los Angeles, CA 90026",rating not available/5,Review count not available
2473,Taj India Palace,"Restaurants, Indian Restaurants, Caterers",(310) 337-1423,"8320 Lincoln Blvd, Los Angeles, CA 90045",rating not available/5,Review count not available
2474,Water Grill,"Restaurants, American Restaurants, Seafood Restaurants",(213) 891-0900,"544 S Grand Ave, Los Angeles, CA 90071",rating not available/5,(2)
2475,Nick & Stef's Steakhouse,"Restaurants, Steak Houses, Cocktail Lounges",(213) 680-0330,"330 S Hope St, Los Angeles, CA 90071",rating not available/5,(1)
2476,Rocco's Italian Market & Deli,"Restaurants, Delicatessens, Italian Restaurants",(323) 403-0900,"1761 N Vermont Ave, Los Angeles, CA 90027",rating not available/5,(28)
2477,Ocha Classic Restaurant,"Restaurants, Family Style Restaurants, Caterers",(323) 663-3901,"5189 W Sunset Blvd, Los Angeles, CA 90027",rating not available/5,(53)
2478,Rockwell Table & Stage,"Restaurants, American Restaurants, Caterers",(323) 669-1550,"1714 N Vermont Ave, Los Angeles, CA 90027",rating not available/5,(32)
2479,Green Leaves Vegan,"Restaurants, Thai Restaurants, Vegan Restaurants",(323) 664-2345,"1769 Hillhurst Ave, Los Angeles, CA 90027",rating not available/5,(68)
2480,Ocha Restaurant,"Restaurants, Take Out Restaurants, Asian Restaurants",(323) 962-9988,"5405 W Sunset Blvd, Los Angeles, CA 90027",rating not available/5,(31)
2481,Sizzler,"Restaurants, Steak Houses, American Restaurants",(323) 469-2657,"5310 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,(26)
2482,Tomato Pie Pizza Joint,"Restaurants, Pizza, Italian Restaurants",(323) 661-6474,"2457 Hyperion Ave, Los Angeles, CA 90027",rating not available/5,(29)
2483,Ruen Pair,"Restaurants, Asian Restaurants, Thai Restaurants",(323) 466-0153,"5257 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,(22)
2484,Alcove Cafe & Bakery,"Restaurants, American Restaurants, Coffee & Tea",(323) 644-0100,"1929 Hillhurst Ave, Los Angeles, CA 90027",rating not available/5,(27)
2485,Providence,"Restaurants, Seafood Restaurants, American Restaurants",(323) 460-4170,"5955 Melrose Ave, Los Angeles, CA 90038",rating not available/5,(8)
2486,Corner Bakery Cafe,"Restaurants, Sandwich Shops, American Restaurants",(213) 239-0424,"801 S Figueroa St Ste 150, Los Angeles, CA 90017",rating not available/5,Review count not available
2487,Masa of Echo Park,"Restaurants, Pizza, Italian Restaurants",(213) 989-1558,"1800 W Sunset Blvd, Los Angeles, CA 90026",rating not available/5,(8)
2488,Lamonica's NY Pizza,"Restaurants, Pizza, Caterers",(310) 208-8671,"1066 Gayley Ave, Los Angeles, CA 90024",rating not available/5,(3)
2489,Tomato Pie,"Restaurants, Pizza, Italian Restaurants",(323) 653-9993,"7751 Melrose Ave, Los Angeles, CA 90046",rating not available/5,(3)
2490,Wood Ranch BBQ & Grill,"Restaurants, Barbecue Restaurants, Sandwich Shops",(323) 937-6800,"189 The Grove Dr, Los Angeles, CA 90036",rating not available/5,(2)
2491,Hatfield's,"Restaurants, American Restaurants, Caterers",(323) 935-2977,"6703 Melrose Ave, Los Angeles, CA 90038",rating not available/5,(2)
2492,Jan's Restaurant,"Restaurants, Pizza, Family Style Restaurants",(323) 651-2866,"8424 Beverly Blvd, Los Angeles, CA 90048",rating not available/5,(1)
2493,Michelangelo Ristorante,"Restaurants, Pizza, Italian Restaurants",(323) 660-4843,"2742 Rowena Ave, Los Angeles, CA 90039",rating not available/5,Review count not available
2494,Sunnin Lebanese Cafe,"Restaurants, Middle Eastern Restaurants, Mediterranean Restaurants",(310) 475-3358,"1776 Westwood Blvd, Los Angeles, CA 90024",rating not available/5,Review count not available
2495,Chicago For Ribs,"Restaurants, American Restaurants, Barbecue Restaurants",(310) 670-7427,"8311 Lincoln Blvd, Los Angeles, CA 90045",rating not available/5,Review count not available
2496,Toscanova,"Restaurants, Mediterranean Restaurants, Family Style Restaurants",(310) 551-0499,"10250 Santa Monica Blvd Ste 192, Los Angeles, CA 90067",rating not available/5,Review count not available
2497,Trattoria Bella Roma,"Restaurants, Italian Restaurants, Breakfast, Brunch & Lunch Restaurants",(310) 277-7662,"1509 S Robertson Blvd, Los Angeles, CA 90035",rating not available/5,Review count not available
2498,Delphi Greek,"Restaurants, Greek Restaurants, Mediterranean Restaurants",(310) 478-2900,"1383 Westwood Blvd, Los Angeles, CA 90024",rating not available/5,Review count not available
2499,The Edison,"Restaurants, American Restaurants, Bars",(213) 613-0000,"108 W 2nd St Apt 101, Los Angeles, CA 90012",rating not available/5,(5)
2500,California Pizza Kitchen,"Restaurants, Pizza, Take Out Restaurants",(310) 826-3573,"11677 San Vicente Blvd, Los Angeles, CA 90049",rating not available/5,(5)
2501,The Ivy,"Restaurants, American Restaurants, Breakfast, Brunch & Lunch Restaurants",(310) 274-8303,"113 N Robertson Blvd, Los Angeles, CA 90048",rating not available/5,(3)
2502,Jaragua Restaurant,"Restaurants, Family Style Restaurants, Caterers",(323) 661-1985,"4493 Beverly Blvd, Los Angeles, CA 90004",rating not available/5,(2)
2503,Lemon Moon,"Restaurants, American Restaurants, Caterers",(310) 442-9191,"12200 W Olympic Blvd Ste 110, Los Angeles, CA 90064",rating not available/5,(1)
2504,Denny's,"Restaurants, Breakfast, Brunch & Lunch Restaurants, American Restaurants",(213) 384-1621,"3750 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
2505,Edibles Coffee Shop,"Restaurants, Coffee Shops, Caterers",(310) 556-2790,"1888 Century Park E Ste Ll30, Los Angeles, CA 90067",rating not available/5,Review count not available
2506,Baja Bud's,"Restaurants, Family Style Restaurants, Caterers",(310) 477-2885,"11819 Wilshire Blvd, Los Angeles, CA 90025",rating not available/5,Review count not available
2507,Blair's Restaurant,"Restaurants, American Restaurants, Italian Restaurants",(323) 660-1882,"2903 Rowena Ave, Los Angeles, CA 90039",rating not available/5,(2)
2508,Culina Ristorante and Caffè,"Restaurants, Italian Restaurants, Bars",(310) 860-4000,"300 S Doheny Dr, Los Angeles, CA 90048",rating not available/5,(1)
2509,Louise's Trattoria,"Restaurants, Italian Restaurants, Caterers",(310) 475-6084,"10645 W Pico Blvd, Los Angeles, CA 90064",rating not available/5,(2)
2510,Cacao Mexicatessen,"Restaurants, Mexican Restaurants, Caterers",(323) 478-2791,"1576 Colorado Blvd, Los Angeles, CA 90041",rating not available/5,(11)
2511,Liliya China Bistro,"Restaurants, Chinese Restaurants, Caterers",(213) 620-1717,"108 W 2nd St, Los Angeles, CA 90012",rating not available/5,(3)
2512,Fu's Palace,"Restaurants, Chinese Restaurants, Caterers",(310) 271-7887,"8751 W Pico Blvd, Los Angeles, CA 90035",rating not available/5,(2)
2513,Orochon Ramen,"Restaurants, Japanese Restaurants, Asian Restaurants",(213) 617-1766,"123 Astronaut E S Onizuka St Ste 303, Los Angeles, CA 90012",rating not available/5,(3)
2514,King Taco,"Restaurants, Mexican Restaurants, Family Style Restaurants",(323) 222-8500,"2904 N Broadway, Los Angeles, CA 90031",rating not available/5,(2)
2515,O-Chai Thai Restaurant,"Restaurants, Take Out Restaurants, Thai Restaurants",(323) 463-0634,"820 N Western Ave, Los Angeles, CA 90029",rating not available/5,(2)
2516,Mizu 212,"Restaurants, Asian Restaurants, Japanese Restaurants",(310) 478-8979,"2000 Sawtelle Blvd, Los Angeles, CA 90025",rating not available/5,(2)
2517,Aloha Cafe,"Restaurants, Cafeterias, Caterers",(213) 346-9930,"410 E 2nd St, Los Angeles, CA 90012",rating not available/5,(1)
2518,Kobawoo Restaurant,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 389-7300,"698 S Vermont Ave Ste 109, Los Angeles, CA 90005",rating not available/5,(1)
2519,Natural Soul Food Nonprofit Cafe,"Restaurants, Soul Food Restaurants, Health Food Restaurants",(323) 298-0005,"1444 W Martin Luther King Jr Blvd, Los Angeles, CA 90062",rating not available/5,(1)
2520,Mariscos El Kora De Nayarit,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 223-3322,"4863 Huntington Dr N, Los Angeles, CA 90032",rating not available/5,(1)
2521,A-1 Burgers,"Restaurants, Hamburgers & Hot Dogs, American Restaurants",(323) 292-2839,"2915 W Vernon Ave, Los Angeles, CA 90008",rating not available/5,(1)
2522,Baja Bud's,"Restaurants, Mexican Restaurants, Caterers",(310) 478-2770,"11205 National Blvd, Los Angeles, CA 90064",rating not available/5,(1)
2523,Mexican Village Restaurant,"Restaurants, Mexican Restaurants, Caterers",(213) 385-0479,"3668 Beverly Blvd, Los Angeles, CA 90004",rating not available/5,(1)
2524,Wow Bento & Roll,"Restaurants, Asian Restaurants, Caterers",(213) 489-3636,"710 S Hill St, Los Angeles, CA 90014",rating not available/5,(1)
2525,Golden Hen,"Restaurants, Chinese Restaurants, Caterers",(323) 661-0093,"709 N Virgil Ave, Los Angeles, CA 90029",rating not available/5,(1)
2526,Egg Roll King,"Restaurants, Chinese Restaurants, Take Out Restaurants",(323) 256-5271,"3111 N San Fernando Rd, Los Angeles, CA 90065",rating not available/5,(1)
2527,Galbi King,"Restaurants, Barbecue Restaurants, Asian Restaurants",(310) 477-6075,"11267 National Blvd, Los Angeles, CA 90064",rating not available/5,(2)
2528,Gigo's Cafe & Deli,"Restaurants, Vietnamese Restaurants, Asian Restaurants",(213) 229-8889,"853 N Broadway, Los Angeles, CA 90012",rating not available/5,(1)
2529,Mariscos Quatro Viento,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 264-9420,"1412 S Lorena St, Los Angeles, CA 90023",rating not available/5,(1)
2530,Colori Kitchen,"Restaurants, Italian Restaurants, Caterers",(213) 622-5950,"429 W 8th St, Los Angeles, CA 90014",rating not available/5,Review count not available
2531,Engine Co. No. 28,"Restaurants, American Restaurants, Seafood Restaurants",(213) 624-6996,"644 S Figueroa St, Los Angeles, CA 90017",rating not available/5,Review count not available
2532,Charlie's Trio,"Restaurants, Pizza, Family Style Restaurants",(323) 223-3871,"5769 Huntington Dr N, Los Angeles, CA 90032",rating not available/5,Review count not available
2533,IHOP,"Restaurants, Breakfast, Brunch & Lunch Restaurants, American Restaurants",(310) 826-3865,"12115 Ohio Ave, Los Angeles, CA 90025",rating not available/5,Review count not available
2534,Ebisu Japanese Tavern,"Restaurants, Japanese Restaurants, Cocktail Lounges",(213) 613-1644,"356 E 2nd St, Los Angeles, CA 90012",rating not available/5,Review count not available
2535,Esaan,"Restaurants, Thai Restaurants, Vietnamese Restaurants",(213) 488-9995,"601 E 5th St, Los Angeles, CA 90013",rating not available/5,Review count not available
2536,Trimana Restaurant,"Restaurants, Family Style Restaurants, Delicatessens",(213) 624-3575,"515 S Figueroa St Ste 380, Los Angeles, CA 90071",rating not available/5,Review count not available
2537,Los Tres Cochinitos Restaurant,"Restaurants, Family Style Restaurants, Take Out Restaurants",(323) 221-2740,"3111 N Main St, Los Angeles, CA 90031",rating not available/5,Review count not available
2538,Llamarada,"Restaurants, Family Style Restaurants",(323) 221-2259,"2622 Pasadena Ave, Los Angeles, CA 90031",rating not available/5,Review count not available
2539,El Corita Restaurant,"Restaurants, Family Style Restaurants",(323) 276-8211,"2676 Pasadena Ave, Los Angeles, CA 90031",rating not available/5,Review count not available
2540,Lupita's Restaurant,"Restaurants, Mexican Restaurants, Family Style Restaurants",(323) 223-7835,"2634 Idell St, Los Angeles, CA 90065",rating not available/5,Review count not available
2541,La Payita Siete Mares,"Restaurants, Mexican Restaurants, Latin American Restaurants",(323) 664-4604,"3143 W Sunset Blvd, Los Angeles, CA 90026",rating not available/5,Review count not available
2542,Genesis Restaurante Y Pupuseria,"Restaurants, Family Style Restaurants, Caterers",(323) 224-2901,"901 Cypress Ave, Los Angeles, CA 90065",rating not available/5,Review count not available
2543,Cemitas Poblanas Juquilita,"Restaurants, Family Style Restaurants",(323) 266-6068,"401 S Indiana St, Los Angeles, CA 90063",rating not available/5,Review count not available
2544,Boca Del Rio,"Restaurants, Family Style Restaurants",(323) 261-0027,"3706 Whittier Blvd, Los Angeles, CA 90023",rating not available/5,Review count not available
2545,El Buen Sabor Restaurant,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 225-1805,"4306 N Figueroa St, Los Angeles, CA 90065",rating not available/5,Review count not available
2546,Aunt Rosa Lee's Mississippi Soul Food,"Restaurants, Soul Food Restaurants, American Restaurants",(323) 733-8586,"2781 S Western Ave, Los Angeles, CA 90018",rating not available/5,Review count not available
2547,Omiljip House Of Noodles,"Restaurants, Asian Restaurants, Take Out Restaurants",(213) 389-2818,"4003 Wilshire Blvd Ste I, Los Angeles, CA 90010",rating not available/5,Review count not available
2548,El Chalateco Restaurant,"Restaurants, Family Style Restaurants",(323) 343-8864,"4878 Huntington Dr S, Los Angeles, CA 90032",rating not available/5,Review count not available
2549,Chris's Pit Stop,"Restaurants, American Restaurants, Hamburgers & Hot Dogs",(323) 222-2271,"5472 Valley Blvd, Los Angeles, CA 90032",rating not available/5,Review count not available
2550,El Taquito Restaurant,"Restaurants, Mexican Restaurants, Family Style Restaurants",(323) 223-1649,"5053 Huntington Dr N, Los Angeles, CA 90032",rating not available/5,Review count not available
2551,Esquina Restaurante Number Two,"Restaurants, Mexican Restaurants, Caterers",(323) 474-6050,"4159 Eagle Rock Blvd, Los Angeles, CA 90065",rating not available/5,Review count not available
2552,Rincon De Guayabitos,"Restaurants, American Restaurants, Mexican Restaurants",(323) 262-3630,"735 S Atlantic Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
2553,Mignon Romanian Restaurant,"Restaurants, Family Style Restaurants",(323) 856-9900,"1253 Vine St, Los Angeles, CA 90038",rating not available/5,Review count not available
2554,Ono Hawaiian BBQ,"Restaurants, Barbecue Restaurants, Caterers",(323) 525-1688,"5550 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
2555,Panang Restaurant,"Restaurants, Family Style Restaurants, Thai Restaurants",(323) 344-3796,"1801 Colorado Blvd, Los Angeles, CA 90041",rating not available/5,Review count not available
2556,Patsy D'Amore's Pizza,"Restaurants, Pizza, Italian Restaurants",(323) 938-4938,"6333 W 3rd St Ste 448, Los Angeles, CA 90036",rating not available/5,Review count not available
2557,Campanile Restaurant,"Restaurants, Family Style Restaurants",(323) 965-7907,"5500 W Washington Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
2558,Golden Bird,"Restaurants, Chicken Restaurants, Caterers",(323) 750-0705,"8300 S Western Ave, Los Angeles, CA 90047",rating not available/5,Review count not available
2559,Wok on Fire,"Restaurants, Chinese Restaurants, Asian Restaurants",(310) 289-5168,"1447 S La Cienega Blvd, Los Angeles, CA 90035",rating not available/5,Review count not available
2560,Yoshinoya,"Restaurants, Japanese Restaurants",(310) 659-4662,"1461 S La Cienega Blvd, Los Angeles, CA 90035",rating not available/5,Review count not available
2561,Smokin' Joint,"Restaurants, Barbecue Restaurants",(323) 655-7427,"8486 W 3rd St, Los Angeles, CA 90048",rating not available/5,Review count not available
2562,King Fu Chinese Restaurant,"Restaurants, Family Style Restaurants, Take Out Restaurants",(310) 246-1826,"8681 W Pico Blvd, Los Angeles, CA 90035",rating not available/5,Review count not available
2563,Haifa Restaurant,"Restaurants, Middle Eastern Restaurants, Mediterranean Restaurants",(310) 888-7700,"8717 W Pico Blvd, Los Angeles, CA 90035",rating not available/5,Review count not available
2564,Terrace Restaurant,"Restaurants, Family Style Restaurants, Breakfast, Brunch & Lunch Restaurants",(323) 848-6666,"8358 W Sunset Blvd, Los Angeles, CA 90069",rating not available/5,Review count not available
2565,A Food Affair,"Restaurants, French Restaurants, American Restaurants",(310) 557-9795,"1513 S Robertson Blvd, Los Angeles, CA 90035",rating not available/5,Review count not available
2566,A & T Burgers,"Restaurants, Hamburgers & Hot Dogs, American Restaurants",(323) 757-0710,"11318 Avalon Blvd, Los Angeles, CA 90061",rating not available/5,Review count not available
2567,Marmalade Cafe,"Restaurants, Coffee Shops, Sandwich Shops",(310) 641-1197,"880 World Way, Los Angeles, CA 90045",rating not available/5,Review count not available
2568,Wurstkuche,"Restaurants, German Restaurants, Brew Pubs",(213) 687-4444,"800 E 3rd St, Los Angeles, CA 90013",rating not available/5,(7)
2569,Sushi Gen,"Restaurants, Sushi Bars, Japanese Restaurants",(213) 617-0552,"422 E 2nd St, Los Angeles, CA 90012",rating not available/5,(6)
2570,BCD Tofu House,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 382-6677,"3575 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,(8)
2571,Village Pizzeria,"Restaurants, Pizza, Take Out Restaurants",(323) 465-5566,"131 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,(9)
2572,Camilo's California Bistro,"Restaurants, Cafeterias, Breakfast, Brunch & Lunch Restaurants",(323) 478-2644,"2128 Colorado Blvd, Los Angeles, CA 90041",rating not available/5,(5)
2573,Pacific Dining Car,"Restaurants, Pizza, American Restaurants",(213) 483-6000,"1310 W 6th St, Los Angeles, CA 90017",rating not available/5,(4)
2574,Fleming's Prime Steakhouse & Wine Bar,"Restaurants, Fine Dining Restaurants, American Restaurants",(213) 745-9911,"800 W Olympic Blvd Ste A-135, Los Angeles, CA 90015",rating not available/5,(3)
2575,Pip's Pizza Pasta Salad Restaurant,"Restaurants, Italian Restaurants",(323) 954-7477,"1356 S La Brea Ave, Los Angeles, CA 90019",rating not available/5,(2)
2576,Bamboo Garden Restaurant,"Restaurants, Family Style Restaurants, Caterers",(323) 753-1471,"8844 S Vermont Ave, Los Angeles, CA 90044",rating not available/5,(2)
2577,Sushi Zo,"Restaurants, Sushi Bars, Japanese Restaurants",(310) 842-3977,"9824 National Blvd, Los Angeles, CA 90034",rating not available/5,(2)
2578,Rock'n Fish,"Restaurants, Seafood Restaurants, American Restaurants",(213) 748-4020,"800 W Olympic Blvd, Los Angeles, CA 90015",rating not available/5,(3)
2579,Food Land,"Restaurants, Chinese Restaurants",(213) 483-2390,"739 S Union Ave, Los Angeles, CA 90017",rating not available/5,(2)
2580,Bahay Kubo Restaurant,"Restaurants, Filipino Restaurants, Asian Restaurants",(213) 413-4804,"2330 W Temple St, Los Angeles, CA 90026",rating not available/5,(2)
2581,Trimana,"Restaurants, American Restaurants, Caterers",(213) 622-8801,"888 S Figueroa St, Los Angeles, CA 90017",rating not available/5,(1)
2582,La Reyna Restaurant,"Restaurants, Mexican Restaurants, Family Style Restaurants",(213) 624-9879,"2000 E 7th St, Los Angeles, CA 90021",rating not available/5,(1)
2583,Los Molcajetes,"Restaurants, Mexican Restaurants, Family Style Restaurants",(213) 388-8994,"1800 W 8th St, Los Angeles, CA 90057",rating not available/5,(1)
2584,Tony's Burger,"Restaurants, American Restaurants, Mexican Restaurants",(213) 748-1789,"2115 S Central Ave, Los Angeles, CA 90011",rating not available/5,(1)
2585,Olocuilta Restaurant,"Restaurants, Family Style Restaurants",(213) 383-3070,"3958 W 6th St, Los Angeles, CA 90020",rating not available/5,(1)
2586,El Huarache Azteca,"Restaurants, Mexican Restaurants, Family Style Restaurants",(323) 478-9572,"5225 York Blvd, Los Angeles, CA 90042",rating not available/5,(1)
2587,Flame International,"Restaurants, Steak Houses, Mediterranean Restaurants",(310) 444-0045,"11330 Santa Monica Blvd, Los Angeles, CA 90025",rating not available/5,(1)
2588,Spicy BBQ Restaurant,"Restaurants, Barbecue Restaurants",(323) 663-4211,"5101 Santa Monica Blvd, Los Angeles, CA 90029",rating not available/5,(1)
2589,Gish Bac Restaurant,"Restaurants, Family Style Restaurants, Caterers",(323) 737-5050,"4163 W Washington Blvd, Los Angeles, CA 90018",rating not available/5,(1)
2590,Viva Fresh Mexican Grill,"Restaurants, Mexican Restaurants, Caterers",(310) 338-9153,"6515 S Sepulveda Blvd, Los Angeles, CA 90045",rating not available/5,(1)
2591,Master Burger,"Restaurants, Hamburgers & Hot Dogs, American Restaurants",(323) 295-1940,"4419 S Western Ave, Los Angeles, CA 90062",rating not available/5,(2)
2592,El 7 Mares Restaurant,"Restaurants, Family Style Restaurants, Seafood Restaurants",(323) 267-8667,"3914 Whittier Blvd, Los Angeles, CA 90023",rating not available/5,(1)
2593,IHOP,"Restaurants, Breakfast, Brunch & Lunch Restaurants, American Restaurants",(323) 224-9163,"2227 N Figueroa St, Los Angeles, CA 90065",rating not available/5,Review count not available
2594,Denny's,"Restaurants, Breakfast, Brunch & Lunch Restaurants, Family Style Restaurants",(323) 464-8435,"5751 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
2595,Mixt,"Restaurants, American Restaurants, Sandwich Shops",(415) 296-8009,"5757 Wilshire Blvd, Los Angeles, CA 90036",rating not available/5,Review count not available
2596,First & Hope,"Restaurants, Pizza, American Restaurants",(213) 617-8555,"710 W 1st St, Los Angeles, CA 90012",rating not available/5,Review count not available
2597,Hana Ichimonme Restaurant,"Restaurants, Japanese Restaurants, Asian Restaurants",(213) 626-3514,"333 S Alameda St Ste 303, Los Angeles, CA 90013",rating not available/5,Review count not available
2598,Mignon,"Restaurants, Spanish Restaurants, Italian Restaurants",(213) 489-0131,"128 E 6th St, Los Angeles, CA 90014",rating not available/5,Review count not available
2599,Grand Star Restaurant,"Restaurants, Take Out Restaurants, Family Style Restaurants",(213) 626-2285,"943 Sun Mun Way, Los Angeles, CA 90012",rating not available/5,Review count not available
2600,Red Hill,"Restaurants, Breakfast, Brunch & Lunch Restaurants, American Restaurants",(213) 482-0886,"1325 Echo Park Ave, Los Angeles, CA 90026",rating not available/5,Review count not available
2601,Costa Alegre Restaurant,"Restaurants, Mexican Restaurants, Caterers",(213) 484-6121,"1901 W Sunset Blvd, Los Angeles, CA 90026",rating not available/5,Review count not available
2602,Otomisan Restaurant,"Restaurants, Japanese Restaurants, Family Style Restaurants",(323) 526-1150,"2506 E 1st St, Los Angeles, CA 90033",rating not available/5,Review count not available
2603,Olympic Restaurant,"Restaurants, Asian Restaurants, Korean Restaurants",(213) 480-1107,"2528 W Olympic Blvd Ste 104, Los Angeles, CA 90006",rating not available/5,Review count not available
2604,Madaongsae Korean BBQ,"Restaurants, Korean Restaurants, Asian Restaurants",(213) 381-9292,"901 S Vermont Ave, Los Angeles, CA 90006",rating not available/5,Review count not available
2605,Ocha Classic,"Restaurants, Chinese Restaurants, Asian Restaurants",(213) 427-9823,"835 S Vermont Ave, Los Angeles, CA 90005",rating not available/5,Review count not available
2606,Thai Ocean,"Restaurants, Thai Restaurants, Seafood Restaurants",(213) 738-7909,"747 S Vermont Ave, Los Angeles, CA 90005",rating not available/5,Review count not available
2607,Maria's Restaurant,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 235-0438,"307 E Jefferson Blvd, Los Angeles, CA 90011",rating not available/5,Review count not available
2608,Jang An Restaurant,"Restaurants, Asian Restaurants, Korean Restaurants",(213) 383-4646,"2773 W Olympic Blvd, Los Angeles, CA 90006",rating not available/5,Review count not available
2609,Chon Woo Restaurant,"Restaurants, Family Style Restaurants, Caterers",(213) 388-3314,"2851 W Olympic Blvd, Los Angeles, CA 90006",rating not available/5,Review count not available
2610,El Gallito Restaurante,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 266-0127,"3425 E 1st St, Los Angeles, CA 90063",rating not available/5,Review count not available
2611,KONG Ji Ne Restaurant,"Restaurants, Family Style Restaurants, Caterers",(213) 382-2166,"3450 W 6th St, Los Angeles, CA 90020",rating not available/5,Review count not available
2612,Pescaderia Puerto Penasco,"Restaurants, Seafood Restaurants",(323) 234-8999,"1713 E Vernon Ave Ste 116, Los Angeles, CA 90058",rating not available/5,Review count not available
2613,Bonjuk La,"Restaurants, Seafood Restaurants",(213) 380-2248,"3551 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
2614,La Reyna Torteria Restaurant,"Restaurants, Family Style Restaurants",(323) 234-4436,"4433 S Alameda St, Los Angeles, CA 90058",rating not available/5,Review count not available
2615,Garam Restaurant,"Restaurants, Family Style Restaurants",(323) 663-1237,"600 N Vermont Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
2616,Don Bartolo's Restaurant,"Restaurants, Family Style Restaurants, Latin American Restaurants",(323) 913-1082,"4021 Beverly Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
2617,Jin Restaurant,"Restaurants, Family Style Restaurants",(323) 766-9292,"3250 W Olympic Blvd, Los Angeles, CA 90006",rating not available/5,Review count not available
2618,Dol San Club,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 737-6599,"976 S Western Ave, Los Angeles, CA 90006",rating not available/5,Review count not available
2619,Rotex Yesoo Restaurant,"Restaurants, Family Style Restaurants, Korean Restaurants",(323) 734-1214,"3411 W Olympic Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
2620,Baek Ha Chong Restaurant,"Restaurants, Asian Restaurants, Korean Restaurants",(323) 935-5554,"3929 W Olympic Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
2621,Ilobasqueno Restaurant,"Restaurants, Spanish Restaurants, Family Style Restaurants",(323) 468-0119,"5027 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
2622,Sunshine Restaurant,"Restaurants, Thai Restaurants, Family Style Restaurants",(323) 462-4646,"861 N Western Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
2623,Paros Family Restaurant,"Restaurants, Family Style Restaurants, Caterers",(323) 469-2610,"1117 N Hobart Blvd, Los Angeles, CA 90029",rating not available/5,Review count not available
2624,Kavkav Restaurant,"Restaurants, Family Style Restaurants, Middle Eastern Restaurants",(323) 464-2224,"5341 Santa Monica Blvd, Los Angeles, CA 90029",rating not available/5,Review count not available
2625,Clariza Restaurant,"Restaurants, Family Style Restaurants",(323) 461-2825,"5560 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
2626,El Guanaco Restaurant,"Restaurants, Latin American Restaurants, Mexican Restaurants",(323) 461-2636,"5656 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
2627,Chuan Chim Thai Cafe,"Restaurants, Chinese Restaurants, Vietnamese Restaurants",(323) 462-6221,"5644 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
2628,Inti Restaurant,"Restaurants, Family Style Restaurants, Peruvian Restaurants",(323) 962-2027,"5870 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
2629,Pupuseria Y Restaurante Amapulapa,"Restaurants, Family Style Restaurants, Latin American Restaurants",(323) 759-4896,"5901 S Normandie Ave, Los Angeles, CA 90044",rating not available/5,Review count not available
2630,Island Fresh,"Restaurants, Seafood Restaurants, Caribbean Restaurants",(323) 272-3265,"5101 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
2631,Charlie's Fish 7 Chip,"Restaurants, Seafood Restaurants",(323) 935-6886,"5677 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
